h1,title_tag,meta_desc,primer_parrafo,num_parrafos,num_h2,h2_textos,tiene_lista_tabla,num_tags,tags_textos,num_enlaces_internos,parrafo_primer_enlace,ancla_primer_enlace,anclas_todas,palabras_body,img_url,img_ancho,img_alt,autor_jsonld,seccion_jsonld,fecha_publicacion,keywords_jsonld,es_sindicado,error,ruta,autor
¿Cuántos entrenadores han sido despedidos o renunciaron en el Mundial 2026?,Mundial 2026: los 11 entrenadores que ya dejaron su selección,El Mundial 2026 ya deja sus primeras consecuencias: 11 entrenadores abandonaron sus selecciones tras la eliminación. Conoce quiénes son.,"Hasta este 7 de julio de 2026,un total de 11 seleccionadores nacionaleshan dejado sus cargos entre renuncias, finalización de contrato o decisiones tomadas por las respectivas federaciones tras la participación de sus equipos en el torneo. La cifra convierte a esta edición en una de las más movidas de los últimos años en cuanto a cambios de entrenadores.",23,1,Los entrenadores que ya no continúan,False,3,"mundial 2026, FIFA 2026, Fifa-world-cup-2026",8,2.0,¿Tiene China acceso a la máquina que puede cambiar el equilibrio tecnológico mundial?,"¿Tiene China acceso a la máquina que puede cambiar el equilibrio tecnológico mundial? | el Mundial | Mundial 2026: así quedó el cuadro de los Cuartos de Final tras los octavos, fecha y hora para ver los partidos | Tabla de goleadores del Mundial 2026: Quién lidera la Bota de Oro | Suscríbete a la revista | regístrate a nuestros newsletters | Suscríbete a la revista | regístrate a nuestros newsletters",702,https://revistamercado.do/wp-content/uploads/2026/07/¿Cuantos-entrenadores-han-sido-despedidos-o-renunciaron-en-el-Mundial-2026_-copy.webp,1560.0,"Hombre de espaldas caminando por el túnel de un estadio de fútbol lleno de espectadores, representando a un entrenador que se dirige al campo.",Elba Reyes,Sport Business,2026-07-07T13:55:44-04:00,"mundial 2026, no-paywall, FIFA 2026, Fifa-world-cup-2026",False,,/empresas/sport-business/cuantos-entrenadores-han-sido-despedidos-o-renunciaron-en-el-mundial-2026/,Elba Reyes
Cesantía laboral en RD: cuánto te corresponde según tu salario y antigüedad,Cesantía laboral en RD: cuánto te corresponde según tu salario y antigüedad,Infórmate sobre la cesantía y cómo se determina según el Código de Trabajo de la República Dominicana en este artículo completo.,"Este artículo ofrece una explicación detallada, actualizada y con enfoque práctico, sustentada en elCódigo de Trabajo dominicano, para entender cómo se determina este derecho y qué factores influyen en el monto final.",39,2,Marco legal del auxilio de cesantía en RD | Más Mercado,False,1,Cesantía,8,5.0,6 Estrategias para planificar tu retiro con inteligencia financiera,"6 Estrategias para planificar tu retiro con inteligencia financiera | Carreras mejor pagadas en República Dominicana: salarios y áreas con mayor demanda | Estas 5 carreras universitarias están saturadas en RD y ganan menos que otras, según ANJE | Suscríbete a la revista | regístrate a nuestros newsletters | Suscríbete a la revista | regístrate a nuestros newsletters | Inicia sesión",694,https://revistamercado.do/wp-content/uploads/2026/02/Cesantía-laboral-en-RD-cuánto-te-corresponde-según-tu-salario-y-antigüedad-copy.jpg,1560.0,,Jhojhanni Fiorini,República Dominicana,2026-02-10T13:06:00-04:00,Cesantía,False,,/money-invest/republica-dominicana/cesantia-laboral-en-rd-cuanto-te-corresponde-segun-tu-salario-y-antiguedad/,Jhojhanni Fiorini
"Desaparecidos por el terremoto en Venezuela 2026: La ONU estima más de 50,000 bajo los escombros","Venezuela eleva a 1,450 los muertos por el terremoto","Venezuela confirmó 1,450 fallecidos por el terremoto. Un nuevo sismo de 5.1 y las lluvias dificultan las labores de rescate.","La tragedia provocada porlos terremotos de magnitudes 7.2 y 7.5que sacudieron al país suramericano el pasado miércoles continúa agravándose. El presidente de la Asamblea Nacional, Jorge Rodríguez, informó el número oficial de fallecidos ascendió a1,450 personas, mientras continúan las labores de búsqueda de los más de 50,000 desaparecidos y la emergencia se intensifica con nuevas réplicas y fuertes lluvias en distintas regiones del país.",29,5,Cifra de fallecidos aumenta mientras continúan los rescates | Equipos internacionales refuerzan las labores de búsqueda | Nuevo sismo de magnitud sacude Caracas | Lluvias e inundaciones agravan la crisis humanitaria | Venezuela enfrenta una emergencia sin precedentes,True,3,"venezuela, terremotos en Venezuela, emergencia humanitaria",9,1.0,los terremotos de magnitudes 7.2 y 7.5,los terremotos de magnitudes 7.2 y 7.5 | ¿Por qué los terremotos de Venezuela fueron tan destructivos? La falla que llevaba 100 años sin activarse | movimiento telúrico | RD tiene uno de los pocos hospitales móviles certificados por la OMS en la región y lo manda a Venezuela | equipos extranjeros de rescate | Suscríbete a la revista | regístrate a nuestros newsletters | Suscríbete a la revista | regístrate a nuestros newsletters,692,https://revistamercado.do/wp-content/uploads/2026/06/Terremoto-en-Venezuela-deja-1450-muertos-nuevo-sismo-de-5.1-y-lluvias-agravan-la-emergencia-copy.webp,1560.0,Fotografía en plano medio y enfoque selectivo que muestra en el lado izquierdo una vela blanca gruesa y encendida con una llama brillante de tonos amarillos y naranjas colocada sobre una mesa de madera oscura mientras que en el fondo desenfocado se aprecia la bandera de Venezuela con sus franjas de colores amarillo azul y rojo junto al arco de estrellas blancas.,Andrea Mercedes,Daily News,2026-06-29T09:16:45-04:00,"venezuela, no-paywall, terremotos en Venezuela, emergencia humanitaria",False,,/money-invest/daily-news/desaparecidos-por-el-terremoto-en-venezuela-2026-la-onu-estima-mas-de-50000-bajo-los-escombros/,Andrea Mercedes
"Cedulación en RD: horarios extendidos, centros 24 horas y cómo funciona el proceso",Horarios de cedulación en RD: centros y atención 24 horas,"Consulta los horarios de cedulación en RD, centros habilitados y puntos 24 horas para obtener la nueva cédula sin retrasos.","El proceso de cedulación en República Dominicana cuenta con horarios extendidos y múltiples centros habilitados por la Junta Central Electoral (JCE), con el objetivo de facilitar a los ciudadanos la obtención o renovación de la nueva cédula de identidad.",39,5,Horarios de cedulación | Centros disponibles en todo el país | Recomendaciones para realizar el proceso de cedulación | Qué debes hacer para obtener la nueva cédula | Más Mercado,True,5,"slide, Horario, cédula, Nueva Cédula Dominicana, JCE",7,2.0,la institución ha distribuido una red de puntos de atención en todo el país,la institución ha distribuido una red de puntos de atención en todo el país | incluye la actualización de datos personales y la captura de información biométrica | Suscríbete a la revista | regístrate a nuestros newsletters | Suscríbete a la revista | regístrate a nuestros newsletters | Inicia sesión,483,https://revistamercado.do/wp-content/uploads/2026/03/Horarios-para-llevar-a-cabo-el-proceso-de-cedulación-en-RD-copy.jpg,1560.0,,Andrea Mercedes,Daily News,2026-03-24T12:19:16-04:00,"slide, Horario, cédula, Nueva Cédula Dominicana, JCE",False,,/money-invest/daily-news/cedulacion-en-rd-horarios-centros-24-horas-y-como-sacar-tu-cedula-rapido/,Andrea Mercedes
"Lista de aranceles de Trump: los 60 países afectados, las tarifas impuestas y el impacto en RD","Lista de aranceles de Trump: los 60 países afectados, las tarifas impuestas y el impacto en RD",Estados Unidos impondrá aranceles de entre 10% y 12.5% a las importaciones de 60 países.,"La decisión representa la ofensiva comercial más amplia de la actual administración y fortalece el denominado«muro arancelario», una política diseñada para reducir la dependencia de productos importados e incentivar la producción nacional.",23,3,República Dominicana entre los países con el arancel más alto | Los 60 países y las tarifas anunciadas por Estados Unidos | ¿Qué impacto pueden tener los nuevos aranceles de Trump?,True,1,Donald J. Trump,7,4.0,Trump impone aranceles del 50 % a la mayoría de las importaciones de Canadá y desata una disputa por el T-MEC,Trump impone aranceles del 50 % a la mayoría de las importaciones de Canadá y desata una disputa por el T-MEC | Pix: el sistema de pagos favorito de Brasil que terminó incomodando a Donald Trump | ¿Se puede cobrar peaje en Ormuz? Las claves del fuerte recordatorio de la OMI al comercio marítimo | Suscríbete a la revista | regístrate a nuestros newsletters | Suscríbete a la revista | regístrate a nuestros newsletters,568,https://revistamercado.do/wp-content/uploads/2026/06/Más-caro-hacerse-ciudadano-Trump-propone-subir-US570-a-la-tarifa-de-naturalización-en-EE.-UU.-copy.webp,1560.0,Plano medio de tres cuartos del presidente Donald Trump hablando con la boca abierta frente a un micrófono negro en un podio con el sello presidencial de Estados Unidos visible en la esquina inferior izquierda mientras levanta la mano derecha abierta y viste un abrigo azul oscuro sobre una camisa blanca con corbata de rayas azules y rojas frente a los ventanales blancos de la Casa Blanca.,Jhojhanni Fiorini,Internacional,2026-07-24T11:21:37-04:00,"Donald J. Trump, no-paywall",False,,/money-invest/daily-news/lista-de-aranceles-de-trump-los-60-paises-afectados-las-tarifas-impuestas-y-el-impacto-en-rd/,Jhojhanni Fiorini
Mercado Media Network estrena su primer AutoShow en un mismo escenario con Visión Emprendedora 2026,Mercado estrena su primer AutoShow y Visión Emprendedora 2026,"Llega el primer AutoShow de la mano de revista Mercado, en conjunto con el icónico evento de Visión Emprendedora 2026","Mercado AutoShowyVisión Emprendedora 2026se celebrarán de forma integrada en el Monumento Fray Antón de Montesinos, con una agenda enfocada en las tendencias que están redefiniendo la industria automotriz y el crecimiento empresarial.",11,0,,False,3,"Mercado Events, Visión Emprendedora, AutoShow",5,3.0,Conoce la agenda completa aquí,Conoce la agenda completa aquí | Suscríbete a la revista | regístrate a nuestros newsletters | Suscríbete a la revista | regístrate a nuestros newsletters,369,https://revistamercado.do/wp-content/uploads/2026/07/Mercado-Media-Network-estrena-su-primer-AutoShow-en-un-mismo-escenario-con-Visión-Emprendedora-2026.jpg,1315.0,Mercado AutoShow y Visión Emprendedora 2026 y entérate de todas las novedades,Gabriel Rico Albarrán,Daily News,2026-07-14T11:15:26-04:00,"Mercado Events, Visión Emprendedora, no-paywall, AutoShow",False,,/mercado-exchange/mercado-media-network-estrena-su-primer-autoshow-en-un-mismo-escenario-con-vision-emprendedora-2026/,Gabriel Rico Albarrán
Ranking: Países más competitivos de América Latina en 2025,Ranking: Países más competitivos de América Latina en 2025,"El Ranking de Competitividad del Instituto de Competitividad ADEN 2025 analiza el estado de la competitividad en América Latina, destacando los avances y rezagos de los países centroamericanos.","El informe, que evalúa125 variables agrupadas en diez categorías clave—como infraestructura, estabilidad macroeconómica, educación, acceso a tecnología y eficiencia laboral—, muestra un panorama regional diverso, con avances y retrocesos que reflejan las distintas realidades económicas y sociales de la zona.",44,1,Más Mercado,True,1,slide,6,21.0,Banco Mundial: Países que lideran los ingresos más altos de Latinoamérica,Banco Mundial: Países que lideran los ingresos más altos de Latinoamérica | Suscríbete a la revista | regístrate a nuestros newsletters | Suscríbete a la revista | regístrate a nuestros newsletters | Inicia sesión,784,https://revistamercado.do/wp-content/uploads/2025/07/CHILE.jpg,1560.0,,Rodrigo Muñoz,Money Invest,2025-07-16T13:56:26-04:00,slide,False,,/money-invest/ranking-paises-mas-competitivos-de-america-latina-en-2025/,Rodrigo Muñoz
Dólar en República Dominicana hoy 09 de julio de 2026: esta es la tasa oficial de compra y venta,Dólar en República Dominicana hoy 09 de julio de 2026: esta es la tasa oficial de compra y venta,"El dólar estadounidense en República Dominicana mantiene un papel determinante para las actividades comerciales, financieras y de inversión. Este 09 de julio de 2026, el Banco Central de la República Dominicana (BCRD) publicó...","De acuerdo con la información difundida por la entidad monetaria, latasa oficial de compra del dólarse ubicó enRD$58.5749 por US$1, mientras que latasa de ventafue fijada enRD$59.0515 por US$1.",9,2,Banco Central publica la tasa oficial del dólar para este 09 de julio | ¿Para qué se utiliza la tasa de compra del dólar?,False,1,dólar,4,8.0,Suscríbete a la revista,Suscríbete a la revista | regístrate a nuestros newsletters | Suscríbete a la revista | regístrate a nuestros newsletters,251,https://revistamercado.do/wp-content/uploads/2026/06/¿Tienes-una-fortuna-en-la-billetera_-El-billete-de-2-que-puede-valer-miles-de-dolares.-copy-1.webp,1560.0,Primer plano de un billete de dos dólares estadounidenses mostrando detalles de diseño y numeración.,Jhojhanni Fiorini,Actualidad,2026-07-09T09:57:25-04:00,"dólar, no-paywall",False,,/actualidad/dolar-en-republica-dominicana-hoy-09-de-julio-de-2026-esta-es-la-tasa-oficial-de-compra-y-venta/,Jhojhanni Fiorini
"Conciertos en República Dominicana este fin de semana: artistas, fechas y escenarios",Conciertos en República Dominicana este fin de semana,"Descubre los conciertos en República Dominicana este fin de semana. Arcángel, Martox, NeonG, Urbanda y más propuestas musicales en Santo Domingo y Santiago.","Si todavía no tienesplanes para el fin de semana, esta selección reúne algunos de los eventos musicales más destacados programados para los próximos días, junto con los escenarios donde tendrán lugar.",18,1,Arcángel llega a Santiago conLa Octava Maravilla World Tour,False,3,"conciertos, planes, fin de semana",9,1.0,planes para el fin de semana,planes para el fin de semana | La inflación no volvió al 2 %: ¿qué cambió en la forma de invertir? | La música electrónica | Santo Domingo este fin de semana: los mejores planes para disfrutar la ciudad | Los estrenos de cine que llegan este fin de semana a República Dominicana | Suscríbete a la revista | regístrate a nuestros newsletters | Suscríbete a la revista | regístrate a nuestros newsletters,573,https://revistamercado.do/wp-content/uploads/2026/07/Conciertos-en-Republica-Dominicana-este-fin-de-semana-artistas-fechas-y-escenarios.webp,1560.0,Público en un concierto nocturno grabando el espectáculo con teléfonos móviles mientras las luces del escenario iluminan el ambiente.,Elba Reyes,Experiencias,2026-07-23T11:33:59-04:00,"conciertos, planes, fin de semana, no-paywall",False,,/lifestyle/experiencias/conciertos-en-republica-dominicana-este-fin-de-semana-artistas-fechas-y-escenarios/,Elba Reyes
Precio del dólar hoy en República Dominicana este viernes 10 de julio de 2026,Precio del dólar hoy en República Dominicana este viernes 10 de julio de 2026,Conoce el precio del dólar de compra y venta del dólar frente al peso dominicano y cómo se mueve el mercado cambiario.,"Para este viernes 10 de julio de 2026, elBanco Central de la República Dominicana (BCRD)fijó la tasa oficial de referencia enRD$58.4754 para la compra y RD$58.8724 para la venta.Estos valores sirven como guía para las operaciones cambiarias en el mercado local, aunque las cotizaciones pueden variar ligeramente entre bancos comerciales, asociaciones de ahorros y préstamos y agentes de cambio, de acuerdo con sus políticas internas y las condiciones del mercado.",9,1,Cómo se determina la tasa oficial,False,2,"peso dominicano, precio del dolar en RD",6,2.0,Dólar en República Dominicana hoy 09 de julio de 2026: esta es la tasa oficial de compra y venta,Dólar en República Dominicana hoy 09 de julio de 2026: esta es la tasa oficial de compra y venta | la divisa estadounidense. | Suscríbete a la revista | regístrate a nuestros newsletters | Suscríbete a la revista | regístrate a nuestros newsletters,348,https://revistamercado.do/wp-content/uploads/2026/03/Precio-del-dolar-hoy-en-Republica-Dominicana-este-lunes-2-de-marzo-del-2026.jpg,1920.0,Fajos de billetes de 100 dólares estadounidenses apilados.,Elba Reyes,República Dominicana,2026-07-10T08:51:19-04:00,"peso dominicano, precio del dolar en RD, no-paywall",False,,/money-invest/republica-dominicana/precio-del-dolar-hoy-en-republica-dominicana-este-viernes-10-de-julio-de-2026/,Elba Reyes
Ranking: Las 10 empresas con más empleados en el mundo en 2025,Ranking: Las 10 empresas con más empleados en el mundo en 2025,Exploramos las 10 empresas con con más empleados en el mundo y los desafíos que enfrentan en un entorno empresarial cada vez más competitivo.,"Desde conglomerados históricos que han crecido junto a la industrialización moderna hasta gigantes tecnológicos que han revolucionado la forma en que trabajamos y nos comunicamos, estas corporaciones representanla columna vertebral de la economía mundial.Su fuerza laboral, que en muchos casos supera la población de ciudades enteras, les otorga un poder sin precedentes: no solo generan empleo, sino que también determinan estándares laborales, impulsan cadenas de suministro globales y sirven como termómetro dela salud económica de múltiples sectores.",43,1,Más Mercado,False,0,,6,20.0,Ranking: Los 10 unicornios más valiosos del mundo en 2025,Ranking: Los 10 unicornios más valiosos del mundo en 2025 | Suscríbete a la revista | regístrate a nuestros newsletters | Suscríbete a la revista | regístrate a nuestros newsletters | Inicia sesión,706,https://revistamercado.do/wp-content/uploads/2025/08/empleados-1.jpg,1560.0,,Rodrigo Muñoz,Empresas,2025-08-11T15:45:41-04:00,,False,,/empresas/ranking-las-10-empresas-con-mas-empleados-en-el-mundo-en-2025/,Rodrigo Muñoz
Tráiler de Avengers: Doomsday: ¿Qué personajes vuelven al UCM en el impactante tráiler de la nueva película de Los Vengadores?,Tráiler de Avengers: Doomsday ya está aquí,"Marvel Studios lanzó el tráiler de Avengers: Doomsday, la película que reúne a los Vengadores, X-Men y Cuatro Fantásticos","El avance, de poco más de dos minutos, deja claro que la apuesta del estudio va mucho más allá de una nueva reunión delos Vengadores. La historia plantea una amenaza multiversal que obligará a personajes provenientes de diferentes universos a unir fuerzas para enfrentar a Doctor Doom, interpretado por Robert Downey Jr. en un giro que ya había sorprendido a los seguidores de la franquicia desde su anuncio oficial.",24,1,"Robert Downey Jr. regresa, pero no como Iron Man",True,4,"Cine, marvel, películas, Avengers",8,1.0,los Vengadores,los Vengadores | España gana el Mundial 2026: conquista su segunda Copa del Mundo tras vencer a Argentina | Avengers Doomsday muestra su primer teaser oficial | Las 7 películas más esperadas del 2026 | Suscríbete a la revista | regístrate a nuestros newsletters | Suscríbete a la revista | regístrate a nuestros newsletters,771,https://revistamercado.do/wp-content/uploads/2026/07/Avengers-Doomsday-estrena-trailer-oficial-asi-prepara-Marvel-su-proxima-gran-Batalla-copy.webp,1560.0,"Póster de la película “Avengers: Doomsday” de Marvel Studios, con múltiples superhéroes y el villano Doctor Doom al centro, rodeado de efectos de energía azul y verde.",Elba Reyes,Actualidad,2026-07-20T10:43:34-04:00,"Cine, marvel, películas, no-paywall, Avengers",False,,/actualidad/trailer-de-avengers-doomsday-que-personajes-vuelven-al-ucm-en-el-impactante-trailer-de-la-nueva-pelicula-de-los-vengadores/,Elba Reyes
Conflicto diplomático con Managua: Nicaragua arremete contra la postura de República Dominicana,RD y Nicaragua protagonizan un nuevo conflicto diplomático,Managua respondió al comunicado del Mirex y profundizó el conflicto diplomático con República Dominicana por las elecciones en Nicaragua.,Elconflicto diplomático entre Nicaragua y República Dominicanaescaló luego de que el Gobierno deDaniel OrtegayRosario Murillorechazara las declaraciones emitidas por las autoridades dominicanas sobreel proceso electoral nicaragüense. La respuesta de Managua incluyó fuertes cuestionamientos a la postura oficial de Santo Domingo y acusaciones sobre una supuesta injerencia en asuntos internos.,19,5,¿Qué motivó la respuesta de Nicaragua? | Managua acusa a República Dominicana de injerencia | La postura de República Dominicana | Nuevo episodio de tensión diplomática | Impacto en las relaciones bilaterales,False,4,"noticias RD, nicaragua rd, diplomacia rd, mirex rd",9,1.0,Daniel Ortega,Daniel Ortega | ¿Por qué algunos países atraen inversiones que otros no logran captar? | Gobierno de Nicaragua | RD se suma a las críticas internacionales contra Daniel Ortega y Nicaragua responde | República Dominicana | varios países de la región | EE. UU. responde a Daniel Ortega tras anuncio de eliminar elecciones en Nicaragua | Suscríbete a la revista | regístrate a nuestros newsletters,548,https://revistamercado.do/wp-content/uploads/2026/07/Conflicto-diplomático-con-Managua-Nicaragua-arremete-contra-la-postura-de-República-Dominicana-copy.webp,1560.0,"Montaje periodístico con el rostro de Daniel Ortega a la izquierda, una mano depositando un voto en una urna al fondo y la fachada del Palacio Nacional de República Dominicana con su bandera.",Andrea Mercedes,Daily News,2026-07-27T17:53:27-04:00,"no-paywall, noticias RD, nicaragua rd, diplomacia rd, mirex rd",False,,/money-invest/daily-news/conflicto-diplomatico-nicaragua-republica-dominicana/,Andrea Mercedes
EE. UU. fija para 2027 el juicio contra Nicolás Maduro tras audiencia en tribunal federal,Nicolás Maduro será juzgado en EE. UU. en junio de 2027,"El juicio contra Nicolás Maduro y Cilia Flores en Estados Unidos comenzará el 1 de junio de 2027, según un tribunal federal de Nueva York.","El juicio contra el expresidente de Venezuela,Nicolás Maduro, ya tiene fecha. Un juez del Tribunal Federal delDistrito Sur de Nueva Yorkfijó para el1 de junio de 2027el inicio del proceso penal que enfrenta el exmandatario y su esposa, Cilia Flores, ambos acusados en Estados Unidos por presuntos delitos de narcoterrorismo, narcotráfico y armas.",23,5,Tribunal de Nueva York fija el calendario del juicio | Nicolás Maduro y Cilia Flores enfrentan múltiples cargos | La defensa insistirá en la inmunidad de Maduro | Maduro seguirá detenido en una prisión federal | Un proceso que mantiene la atención internacional,False,4,"Estados Unidos, venezuela, Geopolítica, Nicolás Maduro",8,1.0,Nicolás Maduro,Nicolás Maduro | ¿Por qué el Ejército de EE. UU. está abriendo sus bases militares a inversionistas privados? | organización del cronograma del proceso judicial | ¿Cuándo será el juicio contra Nicolás Maduro en EE. UU.? La fecha propuesta por la Fiscalía | Nuevo retraso en el caso de Nicolás Maduro: audiencia se celebrará el 22 de julio | aspectos clave antes de que ambas partes expongan sus argumentos ante el tribunal | Suscríbete a la revista | regístrate a nuestros newsletters,645,https://revistamercado.do/wp-content/uploads/2026/07/EE.-UU.-fija-para-2027-el-juicio-contra-Nicolás-Maduro-tras-audiencia-en-tribunal-federal.webp,1560.0,"Ilustración de juicio en sala (courtroom sketch) que muestra a Nicolás Maduro vestido con uniforme de prisionero amarillo, acompañado de Cilia Flores y su equipo legal ante un tribunal federal.",Andrea Mercedes,Daily News,2026-07-23T11:50:30-04:00,"Estados Unidos, venezuela, Geopolítica, Nicolás Maduro, no-paywall",False,,/money-invest/daily-news/juicio-contra-nicolas-maduro-eeuu-junio-2027-3/,Andrea Mercedes
El nuevo rumbo de los «Bengals» de Cincinnati en manos de las hermanas Blackburn,"El rumbo de los ""Bengals"" de Cincinnati con las hermanas Blackburn","Los ""Bengals"" de Cincinnati, comienzan a sonar por los cambios ""atrevidos"" que asume, dejando ver gran parte de sus nuevas ambiciones.","Los expertos en negocios deportivos notaron el cambio. En pocos meses, el equipo conservador de los Bengals, comenzó a proyectarse más audaz pensando en grande y moviéndose más rápido.",31,3,"Mujeres al control de la innovación | Herederas del fútbol, una empresa familiar | Más Mercado",False,0,,1,13.0,Inicia sesión,Inicia sesión,568,https://revistamercado.do/wp-content/uploads/2023/06/hermanas-cincinnati-bengals.webp,2560.0,,Karime Rivas,Mercado Women,2023-06-05T16:47:19-04:00,,False,,/mercado-women/bengals-de-cincinnati-hermanas-blackburn/,Karime Rivas
"China lanza Kimi K3, la IA de código abierto que desafía a ChatGPT y Claude","China lanza Kimi K3, la IA de código abierto que desafía a ChatGPT y Claude","Moonshot AI presentó Kimi K3, el modelo de inteligencia artificial de código abierto más grande del mundo, con 2,8 billones de parámetros y rendimiento cercano a ChatGPT y Claude.","El lanzamiento se produce en un momento clave para la industria de la IA, donde las empresas chinas aceleran el desarrollo de modelos avanzados pese a las restricciones estadounidenses sobre chips y tecnologías estratégicas.",30,8,"Kimi K3 supera a otros modelos abiertos chinos | Diseñado para programación, razonamiento y trabajo profesional | Kimi K3 se acerca al nivel de ChatGPT y Claude | Lidera varias categorías de evaluación | Menor costo que algunos modelos líderes | China intensifica la carrera tecnológica con Estados Unidos | La IA, una prioridad estratégica para China | Kimi K3 refuerza el avance de la IA china",True,6,"china, inteligencia artificial, chatgpt, Kimi K3, Moonshot AI, Código Abierto",5,28.0,La IA que ya no necesita humanos: programa sola durante horas y supera a Claude y a ChatGPT,La IA que ya no necesita humanos: programa sola durante horas y supera a Claude y a ChatGPT | Suscríbete a la revista | regístrate a nuestros newsletters | Suscríbete a la revista | regístrate a nuestros newsletters,629,https://revistamercado.do/wp-content/uploads/2026/07/La-china-Moonshot-copy.jpg,1315.0,,Rodrigo Muñoz,Artificial Intelligence,2026-07-20T15:37:35-04:00,"china, inteligencia artificial, chatgpt, no-paywall, Kimi K3, Moonshot AI, Código Abierto",False,,/technology/artificial-intelligence/china-lanza-kimi-k3-la-ia-de-codigo-abierto-que-desafia-a-chatgpt-y-claude/,Rodrigo Muñoz
¿Por qué colapsaron las viviendas públicas en Venezuela tras el terremoto?,¿Por qué colapsaron las viviendas públicas en Venezuela tras el terremoto?,El derrumbe de viviendas públicas en Venezuela genera cuestionamientos sobre la calidad de las construcciones y las normas antisísmicas.,"Elderrumbe de decenas de viviendas públicas en Venezueladurante los terremotos que sacudieron al país ha abierto un nuevo frente decuestionamientoscontra el Gobierno. Mientras continúan las labores de rescate y aumenta el número de víctimas, sobrevivientes, ingenieros y expertos en infraestructura señalan posibles fallas enla calidad de las construcciones levantadas por el Estadoen los últimos años.",21,5,Colapso de viviendas públicas genera indignación | Expertos apuntan a posibles fallas estructurales | Programas de vivienda vuelven al centro del debate | Gobierno inicia evaluaciones estructurales | La reconstrucción exigirá mayores estándares de seguridad,True,2,"venezuela, terremotos en Venezuela",8,1.0,derrumbe de decenas de viviendas públicas en Venezuela,derrumbe de decenas de viviendas públicas en Venezuela | Venezuela negocia con EE.UU. y el FMI fondos para la reconstrucción tras los terremotos | los terremotos | ¿Cuántos edificios fueron dañados por los terremotos en Venezuela? La NASA tiene una estimación | la necesidad de fortalecer | ¿Qué pasó con las viviendas que construyó Hugo Chávez tras el terremoto en Venezuela? | Suscríbete a la revista | regístrate a nuestros newsletters,464,https://revistamercado.do/wp-content/uploads/2026/07/¿Por-qué-colapsaron-las-viviendas-públicas-en-Venezuela_.webp,1560.0,Vista aérea panorámica en plano picado que muestra un denso paisaje urbano con numerosos edificios residenciales modernos de color blanco y ladrillo naranja con piscinas visibles abajo rodeados de áreas verdes y árboles teniendo de fondo directo una inmensa montaña verde y boscosa parcialmente cubierta por nubes blancas bajo un cielo despejado.,Andrea Mercedes,Daily News,2026-07-06T15:48:23-04:00,"venezuela, no-paywall, terremotos en Venezuela",False,,/money-invest/daily-news/por-que-colapsaron-las-viviendas-publicas-en-venezuela-tras-el-terremoto/,Andrea Mercedes
«Spider-Man: Un nuevo día» aprueba en Rotten Tomatoes: Qué dice la crítica sobre el filme de Tom Holland,Spider-Man: Un nuevo día triunfa en Rotten Tomatoes,Spider-Man: Un nuevo día debuta con cerca del 90 % en Rotten Tomatoes. La nueva película de Tom Holland recibe elogios.,"La buena acogida llega en un momento crucial paraMarvel Studios, que busca recuperar el entusiasmo del público tras una etapa marcada por resultados irregulares en taquilla y opiniones divididas sobre varias de sus producciones. En ese contexto, el regreso del Hombre Araña representa mucho más que una nueva aventura superheroica:es una oportunidad para demostrar que todavía es posible contar historias íntimas y emotivas dentro de un universo cinematográfico cada vez más grande.",19,1,Un Peter Parker más maduro,False,2,"marvel, Spider-Man: Brand New Day",8,1.0,Marvel Studios,Marvel Studios | Mariel Aybar impulsa el empoderamiento financiero femenino con Balanza | ¿Tiene escena postcréditos ‘Spider-Man: Brand New Day’? Esto revela el final de la película | Las 7 películas más esperadas del 2026 | Suscríbete a la revista | regístrate a nuestros newsletters | Suscríbete a la revista | regístrate a nuestros newsletters,751,https://revistamercado.do/wp-content/uploads/2026/07/Spider-Man-Un-nuevo-dia_-aprueba-en-Rotten-Tomatoes-Que-dice-la-critica-sobre-el-filme-de-Tom-Holland.webp,1560.0,"Spider-Man sostiene a una persona mientras ambos aparecen sobre la fachada de un rascacielos, junto al logotipo de Spider-Man: Brand New Day.",Elba Reyes,Actualidad,2026-07-29T15:00:59-04:00,"marvel, norecents, no-paywall, Spider-Man: Brand New Day",False,,/actualidad/spider-man-un-nuevo-dia-aprueba-en-rotten-tomatoes-que-dice-la-critica-sobre-el-filme-de-tom-holland/,Elba Reyes
