autor,titulo,seccion,fecha,es_sindicado,error,ruta,vistas
Elba Reyes,Resultados de la Lotería Quiniela Real del domingo 26 julio de 2026,actualidad,2026-07-27T09:06:55-04:00,False,,/actualidad/resultados-de-la-loteria-quiniela-real-del-domingo-26-julio-de-2026/,376
Elba Reyes,Las 20 ciudades más pobladas del mundo en 2026: ranking actualizado,lifestyle,2026-02-17T11:26:30-04:00,False,,/lifestyle/las-20-ciudades-mas-pobladas-del-mundo-en-2026-ranking-actualizado/,376
Jhojhanni Fiorini,"Estos son los ejércitos más poderosos del mundo, según el ranking global",money invest,2026-01-29T09:37:35-04:00,False,,/money-invest/estos-son-los-ejercitos-mas-poderosos-del-mundo-segun-el-ranking-global/,370
Edwin Lozada,¿Qué deporte le ha dado más medallas a República Dominicana en Santo Domingo 2026?,sport business,2026-07-29T11:30:50-04:00,False,,/empresas/sport-business/deportes-mas-medallas-republica-dominicana-juegos-centroamericanos-2026/,368
Rodrigo Muñoz,Ranking: Las 10 marcas farmacéuticas mas valoradas del mundo,brand business,2025-04-07T14:33:19-04:00,False,,/empresas/brand-business/ranking-las-10-marcas-farmaceuticas-mas-valoradas-del-mundo/,365
SIN_AUTOR,,,,False,404 Client Error: Not Found for url: https://revistamercado.do/money-invest/republica-dominicana/las-familias-empresariales-mas-poderosas-de-republica-dominicana/,/money-invest/republica-dominicana/las-familias-empresariales-mas-poderosas-de-republica-dominicana/,362
Ana Sosa,Juegos Centroamericanos y del Caribe: 100 años de historia y República Dominicana como sede que transforma el deporte en oportunidad,sport business,2026-07-24T05:12:30-04:00,True,,/empresas/sport-business/juegos-centroamericanos-y-del-caribe-100-anos-de-historia-y-republica-dominicana-como-sede-que-transforma-el-deporte-en-oportunidad/,360
Elba Reyes,WhatsApp 2026: Cómo ver el contenido original de un mensaje editado,devices,2026-05-18T17:04:56-04:00,False,,/technology/devices/whatsapp-2026-como-ver-el-contenido-original-de-un-mensaje-editado/,354
Jhojhanni Fiorini,Resultados de las loterías del lunes 1 de junio de 2026 en República Dominicana,actualidad,2026-06-02T09:16:28-04:00,False,,/actualidad/resultados-de-las-loterias-del-lunes-1-de-junio-de-2026-en-republica-dominicana/,354
Gabriel Rico Albarrán,Mejores Empresas Para Trabajar 2026: el liderazgo humano es el que redefine el futuro del trabajo,daily news,2026-06-30T14:23:52-04:00,False,,/mercado-exchange/mejores-empresas-para-trabajar-2026-el-liderazgo-humano-es-el-que-redefine-el-futuro-del-trabajo/,354
Elba Reyes,¿El fin del mundo en noviembre? La predicción de Von Foerster que se vuelve viral en 2026,actualidad,2026-05-21T16:20:05-04:00,False,,/actualidad/el-fin-del-mundo-en-noviembre-la-prediccion-de-von-foerster-que-se-vuelve-viral-en-2026/,353
Elba Reyes,Mundial 2026: ¿Cuánto dinero gana el campeón y cuánto paga FIFA por cada ronda?,sport business,2026-06-15T11:37:52-04:00,False,,/empresas/sport-business/mundial-2026-cuanto-dinero-gana-el-campeon-y-cuanto-paga-fifa-por-cada-ronda/,349
Elba Reyes,Resultados de la Lotería Quiniela Real del jueves 9 julio de 2026,actualidad,2026-07-10T09:01:02-04:00,False,,/actualidad/resultados-de-la-loteria-quiniela-real-del-jueves-9-julio-de-2026/,347
Elba Reyes,¿Por qué la hija de Brad Pitt y Angelina Jolie se quitó el apellido de su padre?,actualidad,2026-07-22T15:29:05-04:00,False,,/actualidad/por-que-la-hija-de-brad-pitt-y-angelina-jolie-se-quito-el-apellido-de-su-padre/,345
Elba Reyes,¿Cuándo caduca una deuda de tarjeta de crédito en República Dominicana?,money invest,2026-01-29T14:08:04-04:00,False,,/money-invest/cuando-caduca-una-deuda-de-tarjeta-de-credito-en-republica-dominicana/,344
Elba Reyes,"Estas son las ciudades más peligrosas de Europa en 2026, según índices de criminalidad",lifestyle,2026-01-23T14:28:26-04:00,False,,/lifestyle/estas-son-las-ciudades-mas-peligrosas-de-europa-en-2026-segun-indices-de-criminalidad/,343
Andrea Mercedes,¿Cuánto dinero se lleva cada jugador de la selección española tras conquistar la Copa del Mundo?,sport business,2026-07-20T15:28:51-04:00,False,,/money-invest/daily-news/premio-jugadores-espana-mundial-2026/,340
Jhojhanni Fiorini,Nuevas funciones de WhatsApp: Las herramientas que llegarán a tu celular antes de terminar el año,devices,2026-07-09T17:54:11-04:00,False,,/technology/devices/nuevas-funciones-de-whatsapp-las-herramientas-que-llegaran-a-tu-celular-antes-de-terminar-el-ano/,339
Gabriel Rico Albarrán,Elecciones Brasil 2026: Lula amplía a 8 puntos su ventaja sobre Flávio Bolsonaro (Recomendada),daily news,2026-07-15T11:22:59-04:00,False,,/money-invest/daily-news/1-elecciones-brasil-2026-lula-amplia-a-8-puntos-su-ventaja-sobre-flavio-bolsonaro-recomendada/,339
Elba Reyes,Qué significan los colores de las tarjetas de crédito y qué indican sobre el cupo,money invest,2026-01-29T11:39:15-04:00,False,,/money-invest/que-significan-los-colores-de-las-tarjetas-de-credito-y-que-indican-sobre-el-cupo/,338
Ana Sosa,Equifax compra Círculo de Crédito de México: el valor estratégico de la información crediticia,business,2026-07-14T05:00:39-04:00,True,,/empresas/equifax-compra-circulo-de-credito-la-gran-apuesta-por-controlar-la-infraestructura-del-credito-en-america-latina/,336
SIN_AUTOR,,,,False,404 Client Error: Not Found for url: https://revistamercado.do/empresas/sport-business/los-10-deportistas-mejor-pagados-del-mundo-en-2026-quien-gana-mas-y-cuanto/,/empresas/sport-business/los-10-deportistas-mejor-pagados-del-mundo-en-2026-quien-gana-mas-y-cuanto/,335
Andrea Mercedes,Cifas astronómicas: Se disparan los precios de las entradas para la final del Mundial 2026 entre España vs. Argentina,sport business,2026-07-16T17:25:14-04:00,False,,/money-invest/daily-news/entradas-final-mundial-2026-espana-argentina/,335
Ana Sosa,"España vs. Argentina, final del Mundial 2026: el último partido y la mayor celebración que haya preparado la FIFA",sport business,2026-07-19T06:07:51-04:00,True,,/empresas/sport-business/espana-vs-argentina-final-del-mundial-2026-el-ultimo-partido-y-la-mayor-celebracion-que-haya-preparado-la-fifa/,332
Elba Reyes,Playas sin sargazo en República Dominicana: la lista que necesitas antes de salir de vacaciones,turismo,2026-06-18T17:21:22-04:00,False,,/turismo/playas-sin-sargazo-en-republica-dominicana-la-lista-que-necesitas-antes-de-salir-de-vacaciones/,330
Elba Reyes,Resultados de la Lotería Quiniela Real del martes 21  julio de 2026,actualidad,2026-07-22T09:12:41-04:00,False,,/actualidad/resultados-de-la-loteria-quiniela-real-del-martes-21-julio-de-2026/,328
Jhojhanni Fiorini,¿Qué significa el nuevo punto verde que está apareciendo en los contactos de WhatsApp?,devices,2026-07-07T16:52:49-04:00,False,,/technology/devices/que-significa-el-nuevo-punto-verde-que-esta-apareciendo-en-los-contactos-de-whatsapp/,326
Andrea Mercedes,¿Cuándo es la inauguración de los Juegos Centroamericanos 2026 y dónde verla en vivo en RD?,sport business,2026-07-24T09:19:54-04:00,False,,/money-invest/daily-news/inauguracion-juegos-centroamericanos-2026-donde-ver-vivo-rd/,325
Elba Reyes,¿Shakira usó una doble? La teoría viral que resurgió tras su show en la final del Mundial 2026,actualidad,2026-07-21T12:59:02-04:00,False,,/actualidad/shakira-uso-una-doble-la-teoria-viral-que-resurgio-tras-su-show-en-la-final-del-mundial-2026/,325
Jhojhanni Fiorini,Resultados de la lotería nacional del sábado 9 de mayo de 2026,actualidad,2026-05-10T19:01:15-04:00,False,,/actualidad/resultados-de-la-loteria-nacional-del-sabado-9-de-mayo-de-2026/,317
Jhojhanni Fiorini,¿Quién es el dueño de Coca-Cola? Los grandes inversores detrás de la empresa,empresas,2026-03-05T14:19:09-04:00,False,,/empresas/quien-es-el-dueno-de-coca-cola-los-grandes-inversores-detras-de-la-empresa/,316
Elba Reyes,Juegos Centroamericanos Santo Domingo 2026: dominicanos que compiten hoy y sus horarios,sport business,2026-07-28T10:18:11-04:00,False,,/empresas/sport-business/juegos-centroamericanos-santo-domingo-2026-dominicanos-que-compiten-hoy-y-sus-horarios-2/,316
Edwin Lozada,¿Fuga de laboratorio? El revelador informe de la Casa Blanca sobre el verdadero origen del COVID-19,salud,2026-07-29T18:37:01-04:00,False,,/money-invest/daily-news/fuga-laboratorio-informe-casa-blanca-origen-covid-19/,316
Jhojhanni Fiorini,iPhone 17e vs iPhone 17: cuál conviene comprar en 2026,technology,2026-03-05T11:20:06-04:00,False,,/technology/iphone-17e-vs-iphone-17-cual-conviene-comprar-en-2026/,314
Elba Reyes,¿Cuándo debuta el equipo masculino de RD en el béisbol de los Juegos Centroamericanos y del Caribe?,sport business,2026-07-29T12:43:46-04:00,False,,/empresas/sport-business/cuando-debuta-el-equipo-masculino-de-rd-en-el-beisbol-de-los-juegos-centroamericanos-y-del-caribe/,311
Elba Reyes,Ranking: países más baratos para viajar en Latinoamérica en 2026,lifestyle,2026-02-12T17:30:51-04:00,False,,/lifestyle/ranking-paises-mas-baratos-para-viajar-en-latinoamerica-en-2026/,311
Gabriel Rico Albarrán,Unai Simón gana el Guante de Oro como mejor portero del Mundial 2026,daily news,2026-07-20T15:34:00-04:00,False,,/money-invest/daily-news/unai-simon-gana-el-guante-de-oro-como-mejor-portero-del-mundial-2026/,309
Elba Reyes,Palmarés histórico de la FIFA actualizado en 2026: La tabla definitiva de los campeones mundiales,sport business,2026-07-20T17:01:47-04:00,False,,/empresas/sport-business/palmares-historico-de-la-fifa-actualizado-en-2026-la-tabla-definitiva-de-los-campeones-mundiales/,308
Elba Reyes,¿Qué artistas cantarán en la ceremonia inaugural de los Juegos Centroamericanos Santo Domingo 2026?,experiencias,2026-07-24T14:23:56-04:00,False,,/lifestyle/experiencias/que-artistas-cantaran-en-la-ceremonia-inaugural-de-los-juegos-centroamericanos-santo-domingo-2026/,308
Gabriel Rico Albarrán,🔴 EN VIVO | Mercado AutoShow + Visión Emprendedora 2026,daily news,2026-07-23T17:49:06-04:00,False,,/mercado-exchange/en-vivo-mercado-autoshow-vision-emprendedora-2026/,306
Jhojhanni Fiorini,Así puedes encontrar vuelos mucho más baratos con Google Flights: Guía de trucos paso a paso,devices,2026-07-17T08:28:39-04:00,False,,/technology/devices/asi-puedes-encontrar-vuelos-mucho-mas-baratos-con-google-flights-guia-de-trucos-paso-a-paso/,305
Jhojhanni Fiorini,Riesgo país en América Latina 2026: ¿Qué países mejoraron en el primer semestre?,empresas,2026-07-02T14:30:55-04:00,False,,/empresas/riesgo-pais-en-america-latina-2026-que-paises-mejoraron-en-el-primer-semestre/,305
Jhojhanni Fiorini,Los países con mejor y peor calidad de vida en Latinoamérica,money invest,2025-10-05T22:56:15-04:00,False,,/money-invest/los-paises-con-mejor-y-peor-calidad-de-vida-en-latinoamerica/,301
Jhojhanni Fiorini,Resultados de la lotería nacional del domingo 19 de abril de 2026,actualidad,2026-04-20T09:00:36-04:00,False,,/actualidad/resultados-de-la-loteria-nacional-del-domingo-19-de-abril-de-2026/,298
Elba Reyes,Fin de una era: Por qué Neymar deja la Canarinha tras la eliminación ante Noruega,actualidad,2026-07-06T14:49:15-04:00,False,,/actualidad/fin-de-una-era-por-que-neymar-deja-la-canarinha-tras-la-eliminacion-ante-noruega/,297
Andrea Mercedes,¿Cómo funcionará el tránsito y el transporte durante los Juegos Centroamericanos Santo Domingo 2026?,sport business,2026-07-22T17:51:39-04:00,False,,/money-invest/daily-news/transito-transporte-juegos-centroamericanos-santo-domingo-2026/,297
Elba Reyes,¿Vale la pena esperar al iPhone 18 o es mejor comprar el iPhone 17 ahora?,devices,2026-06-10T11:50:07-04:00,False,,/technology/devices/vale-la-pena-esperar-al-iphone-18-o-es-mejor-comprar-el-iphone-17-ahora/,296
Elba Reyes,Qué es y para qué sirve el nuevo ícono morado que está apareciendo en WhatsApp,devices,2026-05-08T16:01:24-04:00,False,,/technology/devices/que-es-y-para-que-sirve-el-nuevo-icono-morado-que-esta-apareciendo-en-whatsapp/,294
Andrea Mercedes,Terremoto en Venezuela: ¿Quién es la famosa actriz que perdió la vida y conmovió al mundo artístico?,actualidad,2026-06-26T09:26:53-04:00,False,,/actualidad/terremoto-en-venezuela-quien-es-la-famosa-actriz-que-perdio-la-vida-y-conmovio-al-mundo-artistico/,294
Andrea Mercedes,¿Cómo le afecta la nueva Ley 30-26 a su bolsillo? Lo que cambia para ciudadanos y empresas en RD,daily news,2026-06-19T14:24:05-04:00,False,,/money-invest/daily-news/como-le-afecta-la-nueva-ley-30-26-a-su-bolsillo-lo-que-cambia-para-ciudadanos-y-empresas-en-rd/,293
Andrea Mercedes,¿Qué será delito ahora? Las conductas que te llevarán a prisión en RD segun el nuevo código penal,daily news,2026-07-06T11:32:42-04:00,False,,/money-invest/daily-news/que-sera-delito-ahora-las-conductas-que-te-llevaran-a-prision-en-rd-segun-el-nuevo-codigo-penal/,290
SIN_AUTOR,,,,False,404 Client Error: Not Found for url: https://revistamercado.do/money-invest/los-artistas-mas-ricos-del-mundo-en-2026-quien-lidera-el-ranking-y-cuanto-dinero-tienen/,/money-invest/los-artistas-mas-ricos-del-mundo-en-2026-quien-lidera-el-ranking-y-cuanto-dinero-tienen/,288
Elba Reyes,iPhone 12 y otros celulares que dejarán de actualizarse en 2026,technology,2026-02-24T17:00:00-04:00,False,,/technology/iphone-12-y-otros-celulares-que-dejaran-de-actualizarse-en-2026/,286
Elba Reyes,"Bono Madre 2026: Guía paso a paso para consultar tus RD$ 1,500",actualidad,2026-05-28T15:41:28-04:00,False,,/actualidad/bono-madre-2026-guia-paso-a-paso-para-consultar-tus-rd-1500/,283
Andrea Mercedes,Artistas del medio tiempo en la final del Mundial 2026: Quiénes cantarán en el espectáculo de clausura,sport business,2026-07-09T18:02:43-04:00,False,,/money-invest/daily-news/artistas-medio-tiempo-final-mundial-2026/,283
Jhojhanni Fiorini,¿Cuál es el país menos querido de Latinoamérica? Las razones detrás de su caída reputacional,internacional,2026-07-20T11:51:06-04:00,False,,/money-invest/daily-news/cual-es-el-pais-menos-querido-de-latinoamerica-las-razones-detras-de-su-caida-reputacional/,283
Andrea Mercedes,EE. UU. responde a Daniel Ortega tras anuncio de eliminar elecciones en Nicaragua,daily news,2026-07-22T16:02:56-04:00,False,,/money-invest/daily-news/eeuu-responde-daniel-ortega-elecciones-nicaragua/,283
Elba Reyes,"Estas son las ciudades más peligrosas del mundo en 2026, según el índice de criminalidad de Numbeo",actualidad,2026-01-20T12:03:08-04:00,False,,/actualidad/estas-son-las-ciudades-mas-peligrosas-del-mundo-en-2026-segun-el-indice-de-criminalidad-de-numbeo/,280
Elba Reyes,Cómo tener YouTube Premium gratis en 2026 de forma completamente legal,devices,2026-06-08T11:37:38-04:00,False,,/technology/devices/como-tener-youtube-premium-gratis-en-2026-de-forma-completamente-legal/,280
Jhojhanni Fiorini,Nombres de usuario en WhatsApp: La razón oculta por la que Meta te obliga a crear un alias,devices,2026-07-02T16:08:40-04:00,False,,/technology/devices/nombres-de-usuario-en-whatsapp-la-razon-oculta-por-la-que-meta-te-obliga-a-crear-un-alias/,280
Gabriel Rico Albarrán,Rusia lanza una nueva ofensiva nocturna contra Ucrania y alcanza hospitales y viviendas,daily news,2026-07-13T11:48:20-04:00,False,,/money-invest/daily-news/rusia-lanza-una-nueva-ofensiva-nocturna-contra-ucrania-y-alcanza-hospitales-y-viviendas/,279
Elba Reyes,Precio del dólar hoy en República Dominicana este miércoles 29 de julio de 2026,república dominicana,2026-07-29T08:43:52-04:00,False,,/money-invest/republica-dominicana/precio-del-dolar-hoy-en-republica-dominicana-este-miercoles-29-de-julio-de-2026/,279
Ana Sosa,The Odyssey: el éxito en taquilla que demuestra a Hollywood que el uso de IA no es la única fórmula,business,2026-07-24T04:37:07-04:00,True,,/business/the-odyssey-el-exito-en-taquilla-que-demuestra-a-hollywood-que-el-uso-de-ia-no-es-la-unica-formula/,278
Rodrigo Muñoz,WhatsApp Web incorpora llamadas y videollamadas desde el navegador: así funciona la nueva función,technology,2026-07-29T13:16:42-04:00,False,,/technology/whatsapp-web-incorpora-llamadas-y-videollamadas-desde-el-navegador-asi-funciona-la-nueva-funcion/,277
Jhojhanni Fiorini,"Partidos de hoy, viernes 31 de julio del 2026 EN VIVO: horarios y dónde ver fútbol",actualidad,2026-07-31T08:29:58-04:00,False,,/actualidad/partidos-de-hoy-viernes-31-de-julio-del-2026-en-vivo-horarios-y-donde-ver-futbol/,274
Elba Reyes,Resultados de la Lotería Quiniela Real del martes 28 julio de 2026,actualidad,2026-07-29T08:49:30-04:00,False,,/actualidad/resultados-de-la-loteria-quiniela-real-del-martes-28-julio-de-2026/,274
Jhojhanni Fiorini,Resultados de las loterías del 21 de junio de 2026 en República Dominicana,actualidad,2026-06-22T08:39:49-04:00,False,,/actualidad/resultados-de-las-loterias-del-21-de-junio-de-2026-en-republica-dominicana/,274
Ana Sosa,Pix: el sistema de pagos favorito de Brasil que terminó incomodando a Donald Trump,business,2026-07-22T04:38:53-04:00,True,,/business/pix-el-sistema-de-pagos-favorito-de-brasil-que-termino-incomodando-a-donald-trump/,274
Elba Reyes,¿Cuándo es la final del Miss República Dominicana Universo y quiénes son las candidatas favoritas?,actualidad,2026-07-28T15:32:48-04:00,False,,/actualidad/cuando-es-la-final-del-miss-republica-dominicana-universo-y-quienes-son-las-candidatas-favoritas/,273
Elba Reyes,Ranking: nueve ciudades de América Latina en el top 10 de las más violentas del mundo,lifestyle,2026-02-13T12:11:37-04:00,False,,/lifestyle/ranking-nueve-ciudades-de-america-latina-en-el-top-10-de-las-mas-violentas-del-mundo/,269
Andrea Mercedes,¿Por qué retiraron el perfume de Britney Spears? Esto encontró el Ministerio de Salud,daily news,2026-07-15T09:36:40-04:00,False,,/money-invest/daily-news/retiran-perfume-britney-spears-panama/,268
Darling Gil,Impulsan operaciones inteligentes en el Caribe,brand content,2026-06-12T11:35:44-04:00,False,,/empresas/brand-content/impulsan-operaciones-inteligentes-en-el-caribe/,267
Andrea Mercedes,Peligro en República Dominicana por fuertes tormentas eléctricas hoy: Indomet alerta a 5 provincias,daily news,2026-07-08T12:01:28-04:00,False,,/money-invest/daily-news/peligro-en-republica-dominicana-por-fuertes-tormentas-electricas-hoy-indomet-alerta-a-5-provincias/,267
Elba Reyes,Resultados de la Lotería Quiniela Real del lunes 29 junio de 2026,actualidad,2026-06-30T08:32:18-04:00,False,,/actualidad/resultados-de-la-loteria-quiniela-real-del-lunes-29-junio-de-2026/,266
Jhojhanni Fiorini,Resultados de las loterías del 10 de junio de 2026 en República Dominicana,actualidad,2026-06-11T09:11:04-04:00,False,,/actualidad/resultados-de-las-loterias-del-10-de-junio-de-2026-en-republica-dominicana/,265
Jhojhanni Fiorini,Dónde guarda WhatsApp tus fotos y cómo recuperarlas si no aparecen,technology,2026-03-18T14:35:32-04:00,False,,/technology/donde-guarda-whatsapp-tus-fotos-y-como-recuperarlas-si-no-aparecen/,265
Elba Reyes,Resultados de la Lotería Quiniela Real del martes 30  junio de 2026,actualidad,2026-07-01T08:07:51-04:00,False,,/actualidad/resultados-de-la-loteria-quiniela-real-del-martes-30-junio-de-2026/,264
Andrea Mercedes,¿Cuándo se sabrá quién ganó las elecciones en Perú 2026? Esto es lo que falta,daily news,2026-06-18T15:01:48-04:00,False,,/money-invest/daily-news/cuando-se-sabra-quien-gano-las-elecciones-en-peru-2026-esto-es-lo-que-falta/,264
Elba Reyes,Fallece Raúl Grisanty: ¿de qué murió el artista y comunicador dominicano?,actualidad,2026-07-15T11:13:18-04:00,False,,/actualidad/fallece-raul-grisanty-de-que-murio-el-artista-y-comunicador-dominicano/,263
Elba Reyes,Ranking 2026: Las 10 mejores ciudades del mundo para vivir y trabajar,experiencias,2026-07-07T14:39:11-04:00,False,,/lifestyle/experiencias/ranking-2026-las-10-mejores-ciudades-del-mundo-para-vivir-y-trabajar/,262
Elba Reyes,La nueva aduana digital,cover story,2026-07-29T17:28:59-04:00,False,,/technology/la-nueva-aduana-digital/,262
Elba Reyes,Cuándo comprar un iPhone en 2026: los meses en que el 15 Pro Max y 16 Pro Max bajan de precio,technology,2026-04-14T14:37:48-04:00,False,,/technology/cuando-comprar-un-iphone-en-2026-los-meses-en-que-el-15-pro-max-y-16-pro-max-bajan-de-precio/,260
Elba Reyes,WhatsApp dejará de funcionar en estos iPhone en noviembre 2026: cómo evitarlo,devices,2026-06-16T15:26:13-04:00,False,,/technology/devices/whatsapp-dejara-de-funcionar-en-estos-iphone-en-noviembre-2026-como-evitarlo/,259
Andrea Mercedes,Tribunal Constitucional prohíbe a juntas de vecinos usar drones para vigilar residentes,daily news,2026-07-30T10:15:34-04:00,False,,/money-invest/daily-news/tribunal-constitucional-prohibe-a-juntas-de-vecinos-usar-drones-para-vigilar-residentes/,258
Elba Reyes,"Luna de Ciervo 2026: Cuándo es, a qué hora verla y cómo apreciarla en República Dominicana",actualidad,2026-07-28T16:59:43-04:00,False,,/actualidad/luna-de-ciervo-2026-cuando-es-a-que-hora-verla-y-como-apreciarla-en-republica-dominicana/,257
Ana Sosa,Clip: cómo una fintech encontró su mayor mercado en una economía que todavía se mueve en efectivo,business,2026-07-16T04:51:52-04:00,True,,/business/clip-como-una-fintech-encontro-su-mayor-mercado-en-una-economia-que-todavia-se-mueve-en-efectivo/,257
SIN_AUTOR,,,,False,,/event/agrotech-summit/,255
Karime Rivas,María Sol Messi: de la moda al negocio familiar que expande el universo de Lionel Messi,executive profiles,2026-07-28T12:55:25-04:00,False,,/mercado-women/executive-profiles/maria-sol-messi-la-hermana-empresaria-de-lionel-messi/,255
Andrea Mercedes,Abinader oficializa el Código Penal y designa comisión para evaluar futuras reformas,daily news,2026-07-28T09:55:04-04:00,False,,/money-invest/daily-news/promulgacion-codigo-penal-republica-dominicana-abinader/,255
Elba Reyes,Precio del dólar hoy en República Dominicana este miércoles 1 de julio de 2026,república dominicana,2026-07-01T07:56:01-04:00,False,,/money-invest/republica-dominicana/precio-del-dolar-hoy-en-republica-dominicana-este-miercoles-1-de-julio-de-2026/,253
Elba Reyes,"Quién ganará el Mundial 2026: Los resultados de la supercomputadora tras 25,000 simulaciones",sport business,2026-06-29T12:05:03-04:00,False,,/empresas/sport-business/quien-ganara-el-mundial-2026-los-resultados-de-la-supercomputadora-tras-25000-simulaciones/,252
Andrea Mercedes,Nuevos horarios en los Centros de Cedulación de la JCE: Conoce cuándo entran en vigor,daily news,2026-07-28T12:51:57-04:00,False,,/money-invest/daily-news/nuevos-horarios-en-los-centros-de-cedulacion-de-la-jce-conoce-cuando-entran-en-vigor/,252
Andrea Mercedes,Adiós al tapón en la 27 de Febrero: Abinader confirma la entrega del esperado túnel de la Plaza de la Bandera,daily news,2026-07-13T16:58:55-04:00,False,,/money-invest/daily-news/tunel-plaza-bandera-inauguracion-abinader/,252
Andrea Mercedes,Reino Unido pide a la FIFA investigar a Argentina por mostrar una pancarta de las Malvinas,sport business,2026-07-16T11:30:19-04:00,False,,/money-invest/daily-news/reino-unido-fifa-investigar-argentina-malvinas/,250
Elba Reyes,¿Por qué hoy no hay partidos del Mundial 2026? Esta es la razón y cuándo vuelve el torneo,sport business,2026-07-08T12:27:36-04:00,False,,/empresas/sport-business/por-que-hoy-no-hay-partidos-del-mundial-2026-esta-es-la-razon-y-cuando-vuelve-el-torneo/,249
Elba Reyes,Precio del dólar hoy en República Dominicana este lunes 27 de julio de 2026,república dominicana,2026-07-27T08:59:52-04:00,False,,/money-invest/republica-dominicana/precio-del-dolar-hoy-en-republica-dominicana-este-lunes-27-de-julio-de-2026/,248
Elba Reyes,Ocultar número en WhatsApp 2026: Cómo funciona el nuevo nombre de usuario,devices,2026-06-30T15:09:45-04:00,False,,/technology/devices/ocultar-numero-en-whatsapp-2026-como-funciona-el-nuevo-nombre-de-usuario/,248
Andrea Mercedes,¿Cómo planea el Gobierno solucionar el déficit de luz en RD? Los detalles del anuncio de Abinader sobre el SENI,daily news,2026-07-13T18:01:18-04:00,False,,/money-invest/daily-news/deficit-luz-republica-dominicana-plan-abinader-seni/,247
Jhojhanni Fiorini,Resultados de la lotería nacional del miércoles 6 de mayo de 2026,actualidad,2026-05-07T08:51:51-04:00,False,,/actualidad/resultados-de-la-loteria-nacional-del-jueves-6-de-mayo-de-2026/,245
Edwin Lozada,🔴  Elecciones Colombia 2026 EN VIVO: Abelardo de la Espriella lidera y es proyectado como ganador,daily news,2026-06-21T15:02:13-04:00,False,,/money-invest/daily-news/elecciones-colombia-2026-en-vivo-resultados-segunda-vuelta/,245
Ana Sosa,El negocio detrás del gol: la red que procesa los pagos del Mundial,business,2026-07-06T06:00:43-04:00,True,,/business/el-negocio-detras-del-gol-la-red-que-procesa-los-pagos-del-mundial/,244
Andrea Mercedes,Fin de la disputa: El millonario cheque que Trump tuvo que pagar tras su derrota definitiva contra la escritora Carroll,daily news,2026-07-15T16:51:15-04:00,False,,/money-invest/daily-news/trump-paga-indemnizacion-e-jean-carroll/,242
Elba Reyes,"Los 8 mejores restaurantes de punta cana en 2026, según Tripadvisor",lifestyle,2026-03-11T17:40:07-04:00,False,,/lifestyle/los-8-mejores-restaurantes-de-punta-cana-en-2026-segun-tripadvisor/,242
Jhojhanni Fiorini,El iPhone 18 no será el más caro: el precio del plegable de Apple deja atrás a todos,technology,2026-04-10T13:25:02-04:00,False,,/technology/el-iphone-18-no-sera-el-mas-caro-el-precio-del-plegable-de-apple-deja-atras-a-todos/,240
Karime Rivas,Coinbase supera barrera de los 100.000 millones de dólares,tecnología,2021-02-22T19:59:00-04:00,False,,/tecnologia/coinbase-supera-barrera-de-los-100-000-millones-de-dolares/,240
Andrea Mercedes,Green cards y permisos de trabajo: corte ordena a EE.UU. reactivar miles de solicitudes,daily news,2026-07-08T12:21:13-04:00,False,,/money-invest/daily-news/green-cards-permisos-trabajo-estados-unidos/,238
Jhojhanni Fiorini,¿Cuáles son los países con la gasolina más cara y barata de Latinoamérica y dónde se ubica RD?,internacional,2026-07-22T15:01:40-04:00,False,,/money-invest/daily-news/paises-gasolina-mas-cara-barata-latinoamerica-posicion-rd/,238
Karime Rivas,Georgina Rodríguez apuesta millones por Mimoa: su nuevo negocio que amplía la fortuna,leadership,2026-07-02T11:47:53-04:00,False,,/mercado-women/leadership/goergina-rodriguez-momoa/,238
Elba Reyes,Cosecha histórica en Santo Domingo 2026: República Dominicana destaca con medallas clave en los Juegos Centroamericanos,sport business,2026-07-29T11:58:01-04:00,False,,/empresas/sport-business/cosecha-historica-en-santo-domingo-2026-republica-dominicana-destaca-con-medallas-clave-en-los-juegos-centroamericanos/,237
Miguel Vega,Vozinha triplica su salario tras brillar en el Mundial 2026: así fue su fichaje por Colo Colo,sport business,2026-07-28T11:04:40-04:00,False,,/empresas/sport-business/vozinha-triplica-su-salario-tras-brillar-en-el-mundial-2026-asi-fue-su-fichaje-por-colo-colo/,237
Andrea Mercedes,Nueva cédula en RD: dónde sacarla y en cuáles centros necesitas cita,daily news,2026-04-13T16:04:01-04:00,False,,/money-invest/daily-news/nueva-cedula-en-rd-donde-sacarla-y-en-cuales-centros-necesitas-cita/,236
Jhojhanni Fiorini,El ranking de turismo 2026: los países de América Latina que más crecieron y República Dominicana entre los líderes,turismo,2026-06-05T09:01:53-04:00,False,,/turismo/el-ranking-de-turismo-2026-los-paises-de-america-latina-que-mas-crecieron-y-republica-dominicana-entre-los-lideres/,236
Elba Reyes,Las marcas de lujo más valiosas del mundo en 2025 y quién lidera el ranking,lifestyle,2026-01-27T09:06:17-04:00,False,,/lifestyle/ranking-marcas-lujo-mas-valiosas-2025/,234
Gabriel Rico Albarrán,"Las estrategias del mejor vendedor de la historia, Joe Girard",empresas,2023-05-05T17:58:34-04:00,False,,/empresas/estrategias-para-vender-joe-girard/,234
