autor,mes,ruta,pct_cumplimiento
Gabriel Rico Albarrán,04,/money-invest/manuel-rodriguez-porcel-bid/,46.2
Gabriel Rico Albarrán,04,/mercado-exchange/tech-summit-2026-la-ia-como-herramienta-para-impulsar-la-competitividad-empresarial/,76.9
Gabriel Rico Albarrán,04,/mercado/lunar-embassy-negocio-luna/,61.5
Gabriel Rico Albarrán,04,/empresas/que-hay-detras-de-la-compra-de-aes-por-us33400-millones-y-el-papel-de-la-gestora-de-activos-blackrock/,69.2
Gabriel Rico Albarrán,04,/mercado-exchange/mercado-media-network-presenta-el-libro-best-lawyers-dominican-republic/,69.2
Gabriel Rico Albarrán,04,/empresas/servicios-banreservas-oficina-madrid-espana/,46.2
Gabriel Rico Albarrán,04,/actualidad/victor-mendez-capellan-grupo-vimenca/,46.2
Gabriel Rico Albarrán,05,/actualidad/jose-antonio-tony-caro-ginebra-el-continuador-de-un-gran-legado-en-la-arquitectura-contemporanea/,76.9
Gabriel Rico Albarrán,05,/empresas/que-hay-detras-de-la-compra-de-aes-por-us33400-millones-y-el-papel-de-la-gestora-de-activos-blackrock/,69.2
Gabriel Rico Albarrán,05,/mercado-interview/frank-rainieri-sector-privado-latinoamericano-ceapi/,61.5
Gabriel Rico Albarrán,05,/actualidad/victor-mendez-capellan-grupo-vimenca/,46.2
Gabriel Rico Albarrán,05,/money-invest/sectores-economicos-que-aportan-mas-al-pib-de-republica-dominicana/,38.5
Gabriel Rico Albarrán,06,/politica/cumbre-del-g7-en-evian-ginebra-se-blinda-ante-las-protestas-a-las-puertas-del-foro/,84.6
Gabriel Rico Albarrán,06,/empresas/sport-business/mundial-2026-asi-marchan-las-clasificaciones-y-los-paises-eliminados/,61.5
Gabriel Rico Albarrán,06,/money-invest/daily-news/suiza-se-moviliza-para-acoger-una-manifestacion-antig7-que-francia-no-quiso-autorizar/,69.2
Gabriel Rico Albarrán,06,/empresas/sport-business/estos-son-los-11-estadios-en-estados-unidos-donde-se-disputara-el-mundial-de-2026/,69.2
Gabriel Rico Albarrán,06,/empresas/sport-business/costa-de-marfil-vs-noruega-duelo-historico-de-16vos-en-el-mundial/,69.2
Jhojhanni Fiorini,01,/money-invest/internacional-economia/que-viene-para-venezuela-tras-la-caida-de-maduro/,53.8
Jhojhanni Fiorini,01,/medihealth/los-10-mejores-hospitales-de-latinoamerica-en-2025/,30.8
Jhojhanni Fiorini,01,/lifestyle/experiencias/feriados-2026-en-republica-dominicana/,61.5
Jhojhanni Fiorini,01,/money-invest/republica-dominicana/inflacion-en-republica-dominicana-cerro-2025-en-4-95/,53.8
Jhojhanni Fiorini,01,/money-invest/los-paises-de-america-latina-con-el-mayor-pib-en-2024/,46.2
Jhojhanni Fiorini,01,/sostenibilidad/como-la-sostenibilidad-redefine-la-competitividad-dominicana/,61.5
Jhojhanni Fiorini,01,/empresas/las-10-familias-mas-ricas-del-mundo/,46.2
Jhojhanni Fiorini,02,/actualidad/ranking-de-los-shows-de-medio-tiempo-mas-vistos-del-super-bowl-antes-del-show-record-de-bad-bunny/,53.8
Jhojhanni Fiorini,02,/money-invest/republica-dominicana/resultados-loteria-nacional-15-febrero-2026-numeros-ganadores/,38.5
Jhojhanni Fiorini,02,/money-invest/internacional-economia/golpe-inesperado-al-chavismo-capturan-a-alex-saab-en-venezuela/,53.8
Jhojhanni Fiorini,02,/technology/iphone-18-pro-estos-serian-los-cambios-que-prepara-apple-para-2026/,38.5
Jhojhanni Fiorini,02,/money-invest/republica-dominicana/resultados-de-loterias-del-miercoles-18-de-febrero-de-2026/,38.5
Jhojhanni Fiorini,02,/lifestyle/eclipse-lunar-del-3-de-marzo-2026-a-que-hora-se-vera-en-republica-dominicana/,61.5
Jhojhanni Fiorini,02,/medihealth/perdida-de-memoria-7-consejos-de-mayo-clinic-para-fortalecer-el-cerebro/,61.5
Jhojhanni Fiorini,02,/money-invest/republica-dominicana/resultados-de-la-loteria-hoy-jueves-5-de-febrero-de-2026/,46.2
Jhojhanni Fiorini,02,/empresas/sport-business/super-bowl-2026-a-que-hora-es-el-show-de-bad-bunny-y-donde-verlo-en-republica-dominicana/,53.8
Jhojhanni Fiorini,02,/money-invest/republica-dominicana/asi-fue-la-participacion-de-rd-y-latinoamerica-en-el-uae-swat-challenge-2026/,61.5
Jhojhanni Fiorini,02,/money-invest/republica-dominicana/resultados-de-loterias-del-lunes-9-de-febrero-de-2026/,53.8
Jhojhanni Fiorini,03,/lifestyle/eclipse-lunar-del-3-de-marzo-2026-a-que-hora-se-vera-en-republica-dominicana/,61.5
Jhojhanni Fiorini,03,/technology/iphone-18-pro-max-apuntaria-al-mayor-rediseno-en-la-historia-de-la-linea-pro/,53.8
Jhojhanni Fiorini,03,/actualidad/calendario-lunar-marzo-2026-mejores-dias-para-cortar-el-cabello/,61.5
Jhojhanni Fiorini,03,/actualidad/resultados-de-la-loteria-nacional-del-viernes-13-de-marzo-de-2026/,46.2
Jhojhanni Fiorini,03,/technology/esta-seria-la-fecha-en-la-que-apple-presentaria-el-iphone-18-y-su-nuevo-modelo-plegable/,53.8
Jhojhanni Fiorini,03,/actualidad/resultados-de-la-loteria-nacional-del-miercoles-11-de-marzo-de-2026/,38.5
Jhojhanni Fiorini,03,/actualidad/resultados-de-la-loteria-nacional-del-domingo-8-de-marzo-de-2026/,38.5
Jhojhanni Fiorini,03,/money-invest/las-10-mejores-universidades-de-argentina-en-2026-segun-el-qs-ranking/,53.8
Jhojhanni Fiorini,04,/technology/iphone-18-pro-las-5-mejoras-que-apple-prepara-y-lo-que-cambiarian-en-cada-modelo/,53.8
Jhojhanni Fiorini,04,/construccion/el-monorriel-mas-largo-de-america-ya-se-construye-y-tendra-34-km-elevados/,53.8
Jhojhanni Fiorini,04,/actualidad/resultados-de-la-loteria-nacional-del-domingo-12-de-abril-de-2026/,46.2
Jhojhanni Fiorini,04,/actualidad/resultados-de-la-loteria-nacional-del-viernes-10-de-abril-de-2026-2/,46.2
Jhojhanni Fiorini,04,/actualidad/resultados-de-la-loteria-nacional-del-viernes-17-de-abril-de-2026/,46.2
Jhojhanni Fiorini,04,/actualidad/resultados-de-la-loteria-nacional-del-miercoles-08-de-abril-de-2026/,30.8
Jhojhanni Fiorini,05,/technology/todo-sobre-el-iphone-18-fecha-de-estreno-caracteristicas-y-los-cambios-que-prepara-apple/,61.5
Jhojhanni Fiorini,05,/actualidad/partidos-de-hoy-sabado-23-de-mayo-del-2026-horarios-y-canales-para-ver-futbol-en-vivo/,46.2
Jhojhanni Fiorini,06,/technology/devices/iphone-18-pro-max-air-o-17e-cual-es-el-mejor-iphone-para-comprar-en-2026/,61.5
Juan Botero,01,/empresas/la-ia-transforma-las-empresas-dominicanas-casos-estrategias-y-vision-nacional/,69.2
Juan Botero,01,/empresas/estructuras-metalicas-lujo-eficiencia/,23.1
Juan Botero,01,/construccion/construccion-rd-16-mil-millones-pib/,61.5
Juan Botero,02,/empresas/la-ia-transforma-las-empresas-dominicanas-casos-estrategias-y-vision-nacional/,69.2
Juan Botero,02,/construccion/construccion-rd-16-mil-millones-pib/,61.5
Juan Botero,02,/empresas/estructuras-metalicas-lujo-eficiencia/,23.1
Juan Botero,03,/construccion/construccion-rd-16-mil-millones-pib/,61.5
Juan Botero,03,/empresas/la-ia-transforma-las-empresas-dominicanas-casos-estrategias-y-vision-nacional/,69.2
Juan Botero,03,/empresas/estructuras-metalicas-lujo-eficiencia/,23.1
Juan Botero,04,/empresas/la-ia-transforma-las-empresas-dominicanas-casos-estrategias-y-vision-nacional/,69.2
Juan Botero,04,/construccion/construccion-rd-16-mil-millones-pib/,61.5
Juan Botero,04,/empresas/estructuras-metalicas-lujo-eficiencia/,23.1
Juan Botero,05,/empresas/la-ia-transforma-las-empresas-dominicanas-casos-estrategias-y-vision-nacional/,69.2
Juan Botero,05,/construccion/construccion-rd-16-mil-millones-pib/,61.5
Juan Botero,05,/empresas/estructuras-metalicas-lujo-eficiencia/,23.1
Juan Botero,06,/empresas/la-ia-transforma-las-empresas-dominicanas-casos-estrategias-y-vision-nacional/,69.2
Juan Botero,06,/construccion/construccion-rd-16-mil-millones-pib/,61.5
Juan Botero,06,/empresas/estructuras-metalicas-lujo-eficiencia/,23.1
Karime Rivas,01,/lifestyle/mercadoteca/lecturas-warren-buffet/,61.5
Karime Rivas,01,/influencers2/lisa-brennan-jobs-transformo-la-herencia-de-steve-jobs/,61.5
Karime Rivas,01,/mercado-women/lina-botero-zea-la-dama-heredera-del-arte-contemporaneo/,46.2
Karime Rivas,01,/medihealth/wellbeing/dejar-el-azucar/,76.9
Karime Rivas,01,/medihealth/salud/autismo-invisible-las-senales/,53.8
Karime Rivas,01,/medihealth/20-alimentos-que-debes-evitar-si-tienes-hipertension/,53.8
Karime Rivas,01,/medihealth/wellbeing/leer-para-sanar/,46.2
Karime Rivas,01,/coaching/ser-pragmatica-la-habilidad-que-necesitas-para-triunfar-hoy/,69.2
Karime Rivas,01,/mercado-women/trends/top-10-marcas-de-belleza-mas-rentables/,46.2
Karime Rivas,01,/turismo/lugares-turisticos-de-republica-dominicana-para-visitar-este-ano/,53.8
Karime Rivas,01,/medihealth/salud/sindrome-de-tourette-en-ninos/,69.2
Karime Rivas,02,/lifestyle/mercadoteca/lecturas-warren-buffet/,61.5
Karime Rivas,02,/medihealth/wellbeing/dejar-el-azucar/,76.9
Karime Rivas,02,/influencers2/lisa-brennan-jobs-transformo-la-herencia-de-steve-jobs/,61.5
Karime Rivas,02,/medihealth/salud/duele-la-cabeza-al-toser/,46.2
Karime Rivas,02,/medihealth/20-alimentos-que-debes-evitar-si-tienes-hipertension/,53.8
Karime Rivas,02,/medihealth/wellbeing/leer-para-sanar/,46.2
Karime Rivas,02,/coaching/ser-pragmatica-la-habilidad-que-necesitas-para-triunfar-hoy/,69.2
Karime Rivas,02,/mercado-women/leadership/la-desconocida-vida-de-maria-del-pino-calvo-sotelo/,61.5
Karime Rivas,02,/turismo/lugares-turisticos-de-republica-dominicana-para-visitar-este-ano/,53.8
Karime Rivas,02,/lifestyle/experiencias/capitales-industria-musical/,53.8
Karime Rivas,03,/medihealth/20-alimentos-que-debes-evitar-si-tienes-hipertension/,53.8
Karime Rivas,03,/lifestyle/mercadoteca/lecturas-warren-buffet/,61.5
Karime Rivas,03,/mercado-women/executive-profiles/primera-mujer-camara-dominico-alemana/,69.2
Karime Rivas,03,/turismo/lugares-turisticos-de-republica-dominicana-para-visitar-este-ano/,53.8
Karime Rivas,03,/mercado-women/trends/el-diablo-viste-a-la-moda-su-mensaje/,61.5
Karime Rivas,03,/medihealth/salud/duele-la-cabeza-al-toser/,46.2
Karime Rivas,03,/medihealth/wellbeing/dejar-el-azucar/,76.9
Karime Rivas,03,/mercado-women/leadership/en-la-elite-del-poder-10-mujeres-que-lideran/,53.8
Karime Rivas,03,/coaching/ser-pragmatica-la-habilidad-que-necesitas-para-triunfar-hoy/,69.2
Karime Rivas,03,/medihealth/salud/sindrome-de-tourette-en-ninos/,69.2
Karime Rivas,03,/mercado-women/trends/kim-kardashian-subasta-galliano/,46.2
Karime Rivas,04,/mercado-women/trends/dua-lipa-nespresso/,46.2
Karime Rivas,04,/mercado-women/trends/kim-kardashian-subasta-galliano/,46.2
Karime Rivas,04,/mercado-women/executive-profiles/katia-itzel-garcia-fifa/,38.5
Karime Rivas,04,/mercado-women/leadership/melba-grullon-fondo-de-becas/,61.5
Karime Rivas,04,/mercado-women/executive-profiles/trump-y-weijia-jiang/,61.5
Karime Rivas,04,/mercado-women/leadership/venezuela-delcy-rodriguez-maria-corina-machado/,69.2
Karime Rivas,04,/mercado-women/executive-profiles/inditex-digital-ventas/,61.5
Karime Rivas,04,/lifestyle/mercadoteca/lecturas-warren-buffet/,61.5
Karime Rivas,04,/mercado-women/trends/el-diablo-viste-a-la-moda-su-mensaje/,61.5
Karime Rivas,04,/mercado-women/trends/wintour-streep-vogue/,46.2
Karime Rivas,04,/medihealth/20-alimentos-que-debes-evitar-si-tienes-hipertension/,53.8
Karime Rivas,05,/mercado-women/trends/dua-lipa-nespresso/,46.2
Karime Rivas,05,/mercado-women/leadership/raquel-pena-emprendimiento-femenino/,76.9
Karime Rivas,05,/mercado-women/trends/shakira-exito-dai-dai/,53.8
Karime Rivas,05,/mercado-women/leadership/un-dia-de-las-madres-con-glam-humor-carolina-herrera-y-el-homenaje-de-su-hija/,53.8
Karime Rivas,05,/mercado-women/trends/jane-fonda-y-ted-turner/,61.5
Karime Rivas,05,/mercado-women/leadership/eleonore-caroit-franco-dominicana/,61.5
Karime Rivas,05,/mercado-exchange/mercado-meditalk-summit-region-norte-impulsa-una-nueva-conversacion-sobre-salud-innovacion-y-calidad-de-vida/,53.8
Karime Rivas,05,/mercado-women/leadership/anna-wintour-met-gala/,53.8
Karime Rivas,05,/mercado-women/working-monthers/madres-dominicanas/,46.2
Karime Rivas,05,/mercado-women/executive-profiles/arquitecta-dominicana-parques-boston/,46.2
Karime Rivas,05,/mercado-women/leadership/alicia-ortega-gana-iris-america/,76.9
Karime Rivas,05,/mercado-women/leadership/madres-de-ceo/,69.2
Karime Rivas,06,/mercado-women/working-monthers/maternidad-despues-de-los-40/,69.2
Karime Rivas,06,/mercado-women/leadership/ana-lucia-pineda-primera-dama-colombia/,76.9
Karime Rivas,06,/mercado-women/leadership/michelle-obama-discurso/,76.9
Karime Rivas,06,/mercado-women/executive-profiles/priscilla-duran-reconocida-cardiologa/,53.8
Karime Rivas,06,/mercado-women/trends/imperio-shakira/,61.5
Karime Rivas,06,/mercado-women/trends/shakira-exito-dai-dai/,53.8
Karime Rivas,06,/mercado-women/leadership/zhou-qunfei-empresaria-china/,61.5
Karime Rivas,06,/mercado-women/trends/top-10-marcas-de-belleza-mas-rentables/,46.2
Karime Rivas,06,/medihealth/20-alimentos-que-debes-evitar-si-tienes-hipertension/,53.8
Kenny Cayetano,01,/empresas/lia-castillo-de-rault-liderazgo-estrategico-y-poder-blando-al-servicio-de-la-diplomacia-dominicana/,53.8
Kenny Cayetano,02,/empresas/espalsa-liderazgo-con-vision-sostenible/,15.4
Kenny Cayetano,02,/empresas/lia-castillo-de-rault-liderazgo-estrategico-y-poder-blando-al-servicio-de-la-diplomacia-dominicana/,53.8
Kenny Cayetano,03,/empresas/larimar-city-la-smart-city-que-reinventa-la-vida-y-la-inversion-en-punta-cana/,23.1
Kenny Cayetano,03,/empresas/grupo-joseda-presenta-meridiano-18-el-nuevo-work-life-district-de-cap-cana/,23.1
Kenny Cayetano,03,/empresas/lia-castillo-de-rault-liderazgo-estrategico-y-poder-blando-al-servicio-de-la-diplomacia-dominicana/,53.8
Kenny Cayetano,03,/empresas/espalsa-liderazgo-con-vision-sostenible/,15.4
Kenny Cayetano,04,/empresas/larimar-city-la-smart-city-que-reinventa-la-vida-y-la-inversion-en-punta-cana/,23.1
Kenny Cayetano,04,/empresas/lia-castillo-de-rault-liderazgo-estrategico-y-poder-blando-al-servicio-de-la-diplomacia-dominicana/,53.8
Kenny Cayetano,04,/empresas/grupo-joseda-presenta-meridiano-18-el-nuevo-work-life-district-de-cap-cana/,23.1
Kenny Cayetano,04,/empresas/espalsa-liderazgo-con-vision-sostenible/,15.4
Kenny Cayetano,05,/empresas/lia-castillo-de-rault-liderazgo-estrategico-y-poder-blando-al-servicio-de-la-diplomacia-dominicana/,53.8
Kenny Cayetano,05,/empresas/larimar-city-la-smart-city-que-reinventa-la-vida-y-la-inversion-en-punta-cana/,23.1
Kenny Cayetano,05,/empresas/espalsa-liderazgo-con-vision-sostenible/,15.4
Kenny Cayetano,05,/empresas/grupo-joseda-presenta-meridiano-18-el-nuevo-work-life-district-de-cap-cana/,23.1
Kenny Cayetano,06,/empresas/lia-castillo-de-rault-liderazgo-estrategico-y-poder-blando-al-servicio-de-la-diplomacia-dominicana/,53.8
Kenny Cayetano,06,/empresas/larimar-city-la-smart-city-que-reinventa-la-vida-y-la-inversion-en-punta-cana/,23.1
Kenny Cayetano,06,/empresas/espalsa-liderazgo-con-vision-sostenible/,15.4
Kenny Cayetano,06,/empresas/grupo-joseda-presenta-meridiano-18-el-nuevo-work-life-district-de-cap-cana/,23.1
Laura Peralta,01,/country-report/el-mejor-cielo-es-el-de-tu-tierra/,38.5
Laura Peralta,01,/country-report/la-nueva-apuesta-logistica-regional/,38.5
Laura Peralta,01,/country-report/especializacion-tecnica-un-activo-de-la-inversion/,46.2
Laura Peralta,01,/country-report/permisologia-bien-gestionada-para-la-inversion/,46.2
Laura Peralta,01,/country-report/santiago-business-city-epicentro-de-inversion/,38.5
Laura Peralta,01,/country-report/arte-diseno-y-tecnologia-detras-de-cada-proyecto/,38.5
Laura Peralta,01,/country-report/la-nueva-era-del-tabaco-dominicano/,38.5
Laura Peralta,02,/country-report/permisologia-bien-gestionada-para-la-inversion/,46.2
Laura Peralta,02,/country-report/arte-diseno-y-tecnologia-detras-de-cada-proyecto/,38.5
Laura Peralta,02,/country-report/especializacion-tecnica-un-activo-de-la-inversion/,46.2
Laura Peralta,02,/country-report/santiago-business-city-epicentro-de-inversion/,38.5
Laura Peralta,02,/country-report/la-nueva-era-del-tabaco-dominicano/,38.5
Laura Peralta,02,/country-report/la-nueva-apuesta-logistica-regional/,38.5
Laura Peralta,02,/country-report/el-mejor-cielo-es-el-de-tu-tierra/,38.5
Laura Peralta,03,/country-report/permisologia-bien-gestionada-para-la-inversion/,46.2
Laura Peralta,03,/country-report/arte-diseno-y-tecnologia-detras-de-cada-proyecto/,38.5
Laura Peralta,03,/country-report/especializacion-tecnica-un-activo-de-la-inversion/,46.2
Laura Peralta,03,/country-report/santiago-business-city-epicentro-de-inversion/,38.5
Laura Peralta,03,/country-report/la-nueva-era-del-tabaco-dominicano/,38.5
Laura Peralta,03,/country-report/la-nueva-apuesta-logistica-regional/,38.5
Laura Peralta,03,/country-report/el-mejor-cielo-es-el-de-tu-tierra/,38.5
Laura Peralta,04,/country-report/permisologia-bien-gestionada-para-la-inversion/,46.2
Laura Peralta,04,/country-report/arte-diseno-y-tecnologia-detras-de-cada-proyecto/,38.5
Laura Peralta,04,/country-report/especializacion-tecnica-un-activo-de-la-inversion/,46.2
Laura Peralta,04,/country-report/santiago-business-city-epicentro-de-inversion/,38.5
Laura Peralta,04,/country-report/la-nueva-era-del-tabaco-dominicano/,38.5
Laura Peralta,04,/country-report/la-nueva-apuesta-logistica-regional/,38.5
Laura Peralta,04,/country-report/el-mejor-cielo-es-el-de-tu-tierra/,38.5
Laura Peralta,05,/country-report/permisologia-bien-gestionada-para-la-inversion/,46.2
Laura Peralta,05,/country-report/arte-diseno-y-tecnologia-detras-de-cada-proyecto/,38.5
Laura Peralta,05,/country-report/santiago-business-city-epicentro-de-inversion/,38.5
Laura Peralta,05,/country-report/especializacion-tecnica-un-activo-de-la-inversion/,46.2
Laura Peralta,05,/country-report/la-nueva-era-del-tabaco-dominicano/,38.5
Laura Peralta,05,/country-report/el-mejor-cielo-es-el-de-tu-tierra/,38.5
Laura Peralta,05,/country-report/la-nueva-apuesta-logistica-regional/,38.5
Laura Peralta,06,/country-report/arte-diseno-y-tecnologia-detras-de-cada-proyecto/,38.5
Laura Peralta,06,/country-report/santiago-business-city-epicentro-de-inversion/,38.5
Laura Peralta,06,/country-report/el-mejor-cielo-es-el-de-tu-tierra/,38.5
Laura Peralta,06,/country-report/la-nueva-apuesta-logistica-regional/,38.5
Laura Peralta,06,/country-report/especializacion-tecnica-un-activo-de-la-inversion/,46.2
Laura Peralta,06,/country-report/la-nueva-era-del-tabaco-dominicano/,38.5
Laura Peralta,06,/country-report/permisologia-bien-gestionada-para-la-inversion/,46.2
Miguel Vega,02,/money-invest/ranking-de-los-10-paises-que-mas-invierten-en-republica-dominicana/,46.2
Miguel Vega,02,/transporte-y-logistica/10-navieras-mas-grandes-del-mundo-2025/,69.2
Miguel Vega,02,/empresas/inversion-alemana-apuesta-por-rd-como-hub-logistico/,53.8
Miguel Vega,02,/sostenibilidad/conflicto-por-la-ley-de-residuos-solidos-entre-empresas-y-gobierno/,53.8
Miguel Vega,03,/empresas/sport-business/republica-dominicana-el-poder-millonario-en-el-clasico-mundial-de-beisbol/,61.5
Miguel Vega,03,/money-invest/economia-dominicana-inicia-2026-con-crecimiento-de-3-5-en-enero-el-mas-alto-en-diez-meses/,53.8
Miguel Vega,03,/transporte-y-logistica/10-navieras-mas-grandes-del-mundo-2025/,69.2
Miguel Vega,03,/sostenibilidad/energia-y-minas/inversion-minera-en-rd-financia-la-exploracion-aurifera/,53.8
Miguel Vega,03,/empresas/juan-carlos-escotet-liderazgo-con-vision-global/,61.5
Miguel Vega,03,/vision-emprendedora/sectores-estrella-para-emprender-en-rd/,53.8
Miguel Vega,03,/empresas/conflicto-medio-oriente-amenaza-con-disparar-precios-del-petroleo-y-presionar-la-inflacion/,53.8
Miguel Vega,03,/actualidad/hector-jose-rizek-llabaly-el-patriarca-del-cacao-dominicano/,61.5
Miguel Vega,03,/sostenibilidad/conflicto-por-la-ley-de-residuos-solidos-entre-empresas-y-gobierno/,53.8
Miguel Vega,03,/money-invest/ranking-de-los-10-paises-que-mas-invierten-en-republica-dominicana/,46.2
Miguel Vega,03,/empresas/inversion-alemana-apuesta-por-rd-como-hub-logistico/,53.8
Miguel Vega,04,/empresas/los-titanes-del-mar-el-poder-de-las-5-mayores-navieras-del-mundo/,61.5
Miguel Vega,04,/actualidad/hector-jose-rizek-llabaly-el-patriarca-del-cacao-dominicano/,61.5
Miguel Vega,04,/cfo-edition/el-comprometido-liderazgo-financiero-que-se-impone-en-banco-caribe/,61.5
Miguel Vega,04,/transporte-y-logistica/10-navieras-mas-grandes-del-mundo-2025/,69.2
Miguel Vega,04,/empresas/executive-news/juan-tomas-diaz-nuevo-presidente-de-aiehaina-y-region-sur/,61.5
Miguel Vega,04,/empresas/sport-business/republica-dominicana-el-poder-millonario-en-el-clasico-mundial-de-beisbol/,61.5
Miguel Vega,04,/money-invest/economia-dominicana-inicia-2026-con-crecimiento-de-3-5-en-enero-el-mas-alto-en-diez-meses/,53.8
Miguel Vega,04,/sostenibilidad/conflicto-por-la-ley-de-residuos-solidos-entre-empresas-y-gobierno/,53.8
Miguel Vega,04,/vision-emprendedora/sectores-estrella-para-emprender-en-rd/,53.8
Miguel Vega,04,/empresas/juan-carlos-escotet-liderazgo-con-vision-global/,61.5
Miguel Vega,04,/money-invest/ranking-de-los-10-paises-que-mas-invierten-en-republica-dominicana/,46.2
Miguel Vega,05,/ediciones-especiales/collection-estilos-de-vida/swatch-audemars-piguet-royal-pop-colas-reventa-tokio-2026/,61.5
Miguel Vega,05,/transporte-y-logistica/10-navieras-mas-grandes-del-mundo-2025/,69.2
Miguel Vega,05,/empresas/executive-news/juan-tomas-diaz-nuevo-presidente-de-aiehaina-y-region-sur/,61.5
Miguel Vega,05,/vision-emprendedora/sectores-estrella-para-emprender-en-rd/,53.8
Miguel Vega,05,/actualidad/hector-jose-rizek-llabaly-el-patriarca-del-cacao-dominicano/,61.5
Miguel Vega,05,/cfo-edition/el-comprometido-liderazgo-financiero-que-se-impone-en-banco-caribe/,61.5
Miguel Vega,05,/empresas/sport-business/republica-dominicana-el-poder-millonario-en-el-clasico-mundial-de-beisbol/,61.5
Miguel Vega,05,/money-invest/ranking-de-los-10-paises-que-mas-invierten-en-republica-dominicana/,46.2
Miguel Vega,06,/money-invest/daily-news/rusia-ataca-con-misiles-balisticos-infraestructura-industrial-del-centro-de-ucrania/,69.2
Miguel Vega,06,/empresas/executive-news/juan-tomas-diaz-nuevo-presidente-de-aiehaina-y-region-sur/,61.5
Miguel Vega,06,/actualidad/hector-jose-rizek-llabaly-el-patriarca-del-cacao-dominicano/,61.5
Miguel Vega,06,/empresas/sport-business/republica-dominicana-el-poder-millonario-en-el-clasico-mundial-de-beisbol/,61.5
Miguel Vega,06,/empresas/los-titanes-del-mar-el-poder-de-las-5-mayores-navieras-del-mundo/,61.5
Miguel Vega,06,/money-invest/ranking-de-los-10-paises-que-mas-invierten-en-republica-dominicana/,46.2
Miguel Vega,06,/vision-emprendedora/sectores-estrella-para-emprender-en-rd/,53.8
Normedy Gallardo,01,/empresas/brand-content/laboratorios-alfa-trayectoria-farmaceutica-de-confianza-y-calidad/,15.4
Normedy Gallardo,01,/empresas/brand-content/cedimat-centro-integral-de-hemato-oncologia-una-moderna-opcion-para-pacientes-con-cancer/,30.8
Normedy Gallardo,02,/empresas/brand-content/laboratorios-alfa-trayectoria-farmaceutica-de-confianza-y-calidad/,15.4
Normedy Gallardo,02,/empresas/brand-content/cedimat-centro-integral-de-hemato-oncologia-una-moderna-opcion-para-pacientes-con-cancer/,30.8
Normedy Gallardo,03,/empresas/brand-content/laboratorios-alfa-trayectoria-farmaceutica-de-confianza-y-calidad/,15.4
Normedy Gallardo,03,/empresas/brand-content/cedimat-centro-integral-de-hemato-oncologia-una-moderna-opcion-para-pacientes-con-cancer/,30.8
Normedy Gallardo,04,/empresas/brand-content/cedimat-centro-integral-de-hemato-oncologia-una-moderna-opcion-para-pacientes-con-cancer/,30.8
Normedy Gallardo,04,/empresas/brand-content/laboratorios-alfa-trayectoria-farmaceutica-de-confianza-y-calidad/,15.4
Normedy Gallardo,05,/empresas/brand-content/cedimat-centro-integral-de-hemato-oncologia-una-moderna-opcion-para-pacientes-con-cancer/,30.8
Normedy Gallardo,05,/empresas/brand-content/laboratorios-alfa-trayectoria-farmaceutica-de-confianza-y-calidad/,15.4
Normedy Gallardo,06,/empresas/brand-content/cedimat-centro-integral-de-hemato-oncologia-una-moderna-opcion-para-pacientes-con-cancer/,30.8
Normedy Gallardo,06,/empresas/brand-content/laboratorios-alfa-trayectoria-farmaceutica-de-confianza-y-calidad/,15.4
Omar Mendez,01,/empresas/farmacias-gbc-30-anos-salud-dominicanos/,23.1
Omar Mendez,02,/empresas/farmacias-gbc-30-anos-salud-dominicanos/,23.1
Omar Mendez,03,/empresas/farmacias-gbc-30-anos-salud-dominicanos/,23.1
Omar Mendez,04,/empresas/farmacias-gbc-30-anos-salud-dominicanos/,23.1
Omar Mendez,05,/empresas/farmacias-gbc-30-anos-salud-dominicanos/,23.1
Omar Mendez,06,/empresas/farmacias-gbc-30-anos-salud-dominicanos/,23.1
Paola Cohen,02,/perfiles/de-regreso-al-timon-personifica-el-compromiso-inquebrantable-con-el-arte-y-la-cultura-de-america-latina/,30.8
Paola Cohen,02,/construccion/la-mega-obra-del-proyecto-de-panama-ruta-del-proyecto-ferroviario/,23.1
Paola Cohen,03,/construccion/la-mega-obra-del-proyecto-de-panama-ruta-del-proyecto-ferroviario/,23.1
Paola Cohen,03,/perfiles/de-regreso-al-timon-personifica-el-compromiso-inquebrantable-con-el-arte-y-la-cultura-de-america-latina/,30.8
Paola Cohen,04,/construccion/la-mega-obra-del-proyecto-de-panama-ruta-del-proyecto-ferroviario/,23.1
Paola Cohen,04,/perfiles/de-regreso-al-timon-personifica-el-compromiso-inquebrantable-con-el-arte-y-la-cultura-de-america-latina/,30.8
Paola Cohen,05,/construccion/la-mega-obra-del-proyecto-de-panama-ruta-del-proyecto-ferroviario/,23.1
Paola Cohen,05,/perfiles/de-regreso-al-timon-personifica-el-compromiso-inquebrantable-con-el-arte-y-la-cultura-de-america-latina/,30.8
Paola Cohen,06,/construccion/la-mega-obra-del-proyecto-de-panama-ruta-del-proyecto-ferroviario/,23.1
Paola Cohen,06,/perfiles/de-regreso-al-timon-personifica-el-compromiso-inquebrantable-con-el-arte-y-la-cultura-de-america-latina/,30.8
Rodrigo Muñoz,01,/money-invest/internacional-economia/propiedades-jets-y-joyas-el-imperio-oculto-de-nicolas-maduro/,38.5
Rodrigo Muñoz,01,/money-invest/ranking-estos-son-los-paises-con-mas-reservas-de-oro-en-latinoamerica/,46.2
